"Title","Date","Rating","Review"
"I love this product.","2023-03-09","5","I love this product. It's the perfect brown to give you a beautiful contour and the highlighter is stunning."
"Hang in there","2017-08-11","4","I really don't have any finger nails so polish usually don't stay with me no more then about 3 days. This polish stayed on my nails about 8 days without chipping. I really like the polish and top coat and really surprised me how long it lasted. It's a great product and I will use it when I put on my false nails the shine should be amazing."
"Comparable to Sephora Brands!","2016-06-06","5","DISCLAIMER: I received these products complimentary from Influenster for testing purposes, however my review is completely unbiased. Absolutely loved this product! Doesn't crease, perfect shade, lasts all day, full under eye coverage!"
"Run don’t walk.","2023-02-28","5","I have been looking all over for a countering palette that is for medium/ dark skin girls. Like other palettes counter was usually black or the exact shade of my skin. I spent so much on other products to try and find a good countering shade and I’m so glad I found it. This is an absolute staple in my makeup routine. All of the shades on their are incorporated into my makeup routine. Honestly just buy it."
"Good product but not salon quality.","2017-07-30","3","Such an easy product to use! The color looked great after application. It definitely does not last as long as getting your nails done at a salon (or anywhere near 14 days).  Mine looked good for about 5 days before it started cracking and chipping; however, I was doing a lot of cleaning and scrubbing around the house without gloves which may have decreased the longevity of the polish. 
The ease and convenience of use was a huge plus though. I would recommend the polish in general because it went on nicely but don't expect to get 14 days wear out of it."
"I call this makeup fixer.","2022-06-24","4","I call this makeup fixer. The powder version is amazing and fix any problems I have with my makeup. The creme formula is a little too oily for me and leaves me looking greasy hours later. I love the highlighter in the powder version though"
"Best gel polish out","2017-09-01","5","Honestly I didn't think the color would fit well. But I was so surprised beautiful color. Smooth going on and cant say it enough long lasting no chip gel polish its been 2 weeks still no wear or chips.  Love it so much. Can't wait to buy more colors."
"Great Color Polish with long Dry","2018-01-27","4","I really loved my Sally Hansen Miracle Gel & Top Coat. The shine lasted a little over a week but not quite 14 days. I loved the color but was bothered by how long boats coats took to dry. I don't have a lot of time to do my nails, having to wait for both coats to dry out me off a bit from buying the polish again. But the color is to die for !"
"Great Product","2017-11-06","4","I like the product and the coverage it gives my nails but I would choose a different color. Sally Hansen Miracle Gel and Top Coat are great and did last longer than my initial expectations. I recommend this product to anyone who uses their hands daily for cleaning and any other form of using water, cleaners, and work."
"Great","2016-06-03","4","I love this concealer,gives the perfect coverage and blends like a dream. I received this in a voxbox from influenster and I've been using it non-stop ever since. Its amazing under the eyes and also to highlight."
"Miracle Gel is fun and easy!","2017-10-19","4","Overall I would have to say I was pretty impressed with the Sally Hansen Miracle Gel & Top Coat. I loved the color. It was beautiful. I also was very impressed with the gel top coat. A couple of things that I wasn't greatly fond of was, that I felt it took quite a bit of time to dry. Being that it was gel, I guess I thought it would dry quicker. Also, I tried the top coat with a non Sally Hansen polish just to see how that would work and it wasn't good. So you definitely have to stick with the same product. All in all though, I was pretty pleased with it. Thank you very much for allowing me to participate in this tester. It was alot of fun!"
"Painful Burning Sensation","2016-06-02","1","I was extreamly dissapointed in this product. I was very excited to try this and had seen positive reviews but within seconds of applying it the first time I was met with a horrible burning sensation. It was so bad I had to rush and wash it off."
"No Title","2019-01-24","5","I love Sally Hansen polishes and this is no exception. These last longer than more prestigious brands on my nails and they always keep their shine. They also seem to dry faster to me and they always go on super smooth."
"No Title","2020-07-01","4","Miracle Gel works beautifully, but you need to know how to use it. Don't pull down hard and drag the brush, but sweep/tap it lightly across with the brush. You'll get more of a car-finish look with absolutely no streaking. Go outside if you can (only between coats or when you're finished) and the UV sensitive ingredients will cure & harden the finish."
"nice product","2014-08-14","4","I got this product complementary from influenster for my review. Anyways, I would buy it! It stayed on for 2.5 weeks! It's still on, but chipped. Anyways, I'd like to try thr other colors, just it's a bit pricey."
"Gorg polish","2018-01-28","4","I thought this was a great product my biggest issue is that I have oily nail beds so polish does not hold well to my nails.  I was super optimistic since this is a gel base product but , it didn't stay much longer than most. I loved the color I received and it was so easy to use, it was gorgeous and shiny on my nail it just did not stay past three days on my nails! I fully love this product though much better than most polish I have tried"
"Outlasts the competition!","2017-11-03","5","I love this nail polish! It dried fast and lasted a week without chipping, fading, or flaking. The color is a beautiful rose gold color, it goes with everything. The best part is you don't need a light to achieve a great manicure. This is a great product"
"It's a pretty good","2022-06-24","5","It's a pretty good product I love it goes with Earth tones and I recommend this it was a gift I recommend any woman with a dark skin region from any continent try this out"
"Great tone easy to use.","2017-07-30","5","Sally Hansen Miracle Gel & Top Coat is a great product.  I received the Terra coppa color and it looked great with my skin tone.  It is super easy to apply just do the base and follow it with the included top coat.  I felt it dried is adequate time and I was impressed at how long it lasted.   I am a busy mom and my nail polish tends to wear off quickly, not the case with this product. Of course it has the normal fragrance of nail polish but that is no surprise.  Overall I would highly recommend this product to anyone."
"No Title","2020-04-06","4","I love the product makes my nails look really great but the only thing is that if you do work a lot around the house it will start pealing off a little"
"No Title","2020-06-16","5","Holy grail of drug store nail products!  I was thrilled with the color saturation - white can be a tricky color!  Also it dries in a flash and I didn't need a base coat. THANK YOU for creating a nail polish that doesn't need a base coat!  So far 6 out of 5 stars from me!"
"No Title","2019-12-03","5","I've used their no light gel top coat and it's probably one of my favorites! It leaves your nails so nice and shiny and it dries pretty quickly too! I usually do 2 coats of top coat and it literally makes a simple color look like I got them done at a salon!"
"Best miracle gel nail polish.","2017-08-05","5","It looks awesome dries quickly and lasts for days. I applied two coats of the 1st step color then top coat of second step. All of them dried pretty quick. The color choices are lovely and the one I dried was shiny yet shuttle. I got lots of compliment for the color. Totally recommend it."
"I adore this set.","2022-06-02","5","I adore this set. It last forever it it actually runs dark enough to give me a real contour. Even the sculpting js dark enough to do a little something something for me. I use it most to suggest a different face structure for acting and cosplay. 10/10 would recommend"
"No Title","2018-11-09","4","I just can’t use this concealer - or any concealer for that matter. If you have any fine lines or wrinkles around your eyes this concealer will settle in there and accentuate those babies like it’s its business. On the plus side - it’s applicator is convenient but you do have to click the thing about 30 times before the first use. The formula is smooth and doesn’t have a strong smell and it does cover up any dark areas you might have. I would say, for the price, this is probably the best concealer on the market - that is why I gave it four stars: it does a great job concealing dark circles or spots, is super blendable, has added skin-loving ingredients, is affordable, and is easy to apply."
"No Title","2018-11-09","5","This is my favorite concealer. I’ve repurchased this concealer a minimum of 3 times. I wouldn’t say it’s high coverage like Tarte shape tape, however it does have a good medium coverage. The formula feels lightweight and rather hydrating underneath the eyes."
"Sally Hanson looking fancy!","2017-07-21","5","First off I love the brand Sally Hanson.  I have thin nails so this brand helps the most with keeping them strong and a little thicker!   I love this unique color.  I have never seen or used this color before and I think it is very unique and goes with so many colors of my clothes and has a diverse look of use from casual to fancy in my opinion!  My only complaint is that it would be nice if it was a nail polish that didn't require having to apply a top coat but had a top coat built in!"
"Awesome nail polish ,so happy I tried !","2017-10-25","5","This set of polish has made the process of application and overall visual appeal  ultra attractive and smooth . I love the results and am amazed by the particular color I received . It last for a very adequate amount of time and is ultimately fantastic !"
"Good but wrong color choice for me","2017-07-20","3","I liked the quality of the nail polish and a long lasting Ness of it but the birthday suit which is supposed to be a nude it was way too light on my toes but I am Hispanic so it could just be me. It looked a little too beige and I prefer something a little darker and closer to my skin tone. But I did love the nail polish and topcoat and will definitely try to get in a different color."
"No Title","2020-03-23","5","This nail polish is the highest quality I have ever used! I am loving the Sally Hansen Miracle Gel line and this is the second color I have tried. It applied smooth and shiny. The polish stayed on for a week without any chipping, but I think it could go even longer! The color is muted but still pretty. I think it is a great color for winter or"
"A great product they","2022-05-13","5","A great product they have a lot of things for women of color they need a wider selection of colors to choose from and it's kind of expensive for the quality of easy to remove but it doesn't have a color sudden thing it does come off on your clothing is very hard to remove"
"Hello girls, I'll tell you","2022-05-06","5","Hello girls, I'll tell you a little about buying this and I wasn't very sure but I was delighted this is great I swear you won't really regret it  this is super try it and come back to tell me how it went"
"No Title","2021-12-15","5","This brow pomade is amazing for people that are professionals as well as for people who are starting off trying to play with makeup. It holds the color all day and you can make your brows as natural or as dramatic as you'd like. I would recommend this pomade to everyone"
"No Title","2019-11-18","4","I love these pomades. They work really well and they don't fade so easily. I have used about 2 of these products already and they do last a good while. My only concern is they dry out really quickly , but overall I do recommend"
"Best & quickest brows","2022-09-05","5","I've used different brow products but I love how quick and easy this is to apply. I use the shade taupe with the abh brush. Sometimes I put the brow wiz to prep my brows. I've had this for years."
"No Title","2021-07-17","4","This is a decent nail polish. The formula lasts a few days to a week longer than what I'll call a ""regular"" drugstore nail polish. I think you're supposed to use a top coat but it does fine without one too. The colors are nice and pigmented. I would buy again."
"Dark circles be gone!","2016-05-31","4","I am Very sceptical of trying new concealer sand this one was no exception. However, it blew me away how well it covered my dark circles! I received this product free for testing purposes from influenster and I am so glad I did! Love this product!"
"Sally Hansen Miracle Gel Nailed it!","2017-10-31","5","Sally Hansen Miracle Gel have variety of amazing nail colors and finishes. I like the gliterry, copper color and glamorous look of Terra-Coppa, it goes well with my skin tone. I like the glossy, metalic copper finish. The Miracle Gel Top Coat also did the trick! It helps look more glossy and nail polish last longer. It didn't fade away yet and still looking great even after more than 2 weeks. Would definitely buy this product in the future! I would also recommend this product."
"LOVE!!!!!!!","2016-05-29","5","I've tried everything for the past 6 years to conceal my dark circles. Until I found this holy grail product. It completely conceals my dark circles. My face looks so much brighter now. I absolutely love this product. Its my go to concealer totally"
"This pallet is every","2022-03-31","5","This pallet is every makeup beginners dream. It comes with a highlighter, a bronzer as well as a contour. The bronzer and contour are super pigmented but very smooth on the skin. The highlighter is not overly blinding and very smooth on the skin it does not empasize texture.￼"
